AreaColumns,Timecolumns,dataValue,stfips,areatype,area,maparea,areaname,Stateabbrv,seriescode,seriestitle,adjusted,CURempces,CURempprodwrk,CURempfemale,CURhours,CURearnings,CURhourearn,CURhoursallwrkr,CURearningsallwrkr,CURhourearnallwrkr,CURsupprecord,CURsupphe,CURsupppw,CURsuppfem,CURsuppheallwrkr,CURprelim,PYempces,PYempprodwrk,PYempfemale,PYhours,PYearnings,PYhourearn,PYhoursallwrkr,PYearningsallwrkr,PYhourearnallwrkr,PYsupprecord,PYsupphe,PYsupppw,PYsuppfem,PYsuppheallwrkr,PYprelim,PMempces,PMempprodwrk,PMempfemale,PMhours,PMearnings,PMhourearn,PMhoursallwrkr,PMearningsallwrkr,PMhourearnallwrkr,PMsupprecord,PMsupphe,PMsupppw,PMsuppfem,PMsuppheallwrkr,PMprelim,CURperiodyear,CURperiodtype,CURperiod,PMperiodyear,PMperiodtype,PMperiod,PYperiodyear,PYperiodtype,PYperiod,Timeperiod,PriorMonthTimeperiod,PriorYearTimeperiod,MonthSpanTimeperiod,YearSpanTimeperiod,Fullperiod,Sortperiod,Rank,MonthEmploymentChangeAll,YearEmploymentChangeAll,MonthEmploymentChangeProd,YearEmploymentChangeProd,SeriesLevel,ChildPrefix,HasChildren,ParentCode,Preliminary,PriorMonthPreliminary,PriorYearPreliminary,seriesselection
,,,00,00,000000,0000000000,United States,US,31332000,Fabricated metal products,0,1416700,1032400,0,41.7,956.60,22.94,40.0,1091.60,27.29,0,0,0,0,0,1,1387300,1016100,275600,40.2,886.01,22.04,38.6,1033.32,26.77,0,0,0,0,0,0,1401700,1023200,282800,41.7,950.34,22.79,40.0,1098.00,27.45,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4968,15000,29400,9200,16300,3,31332,True,31000000,Yes,Yes,No,Fabricated metal products:31332000
,,,00,00,000000,0000000000,United States,US,31333000,Machinery,0,1075800,664100,0,40.9,1040.50,25.44,40.3,1262.20,31.32,0,0,0,0,0,1,1050300,638200,199300,40.5,980.91,24.22,39.7,1225.94,30.88,0,0,0,0,0,0,1068000,663100,206700,41.9,1056.30,25.21,41.4,1297.06,31.33,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4969,7800,25500,1000,25900,3,31333,True,31000000,Yes,Yes,No,Machinery:31333000
,,,00,00,000000,0000000000,United States,US,31334000,Computer and electronic products,0,1087700,660600,0,40.5,1085.00,26.79,39.3,1533.49,39.02,0,0,0,0,0,1,1075500,651500,346600,39.4,1014.55,25.75,39.0,1432.08,36.72,0,0,0,0,0,0,1082800,649500,355700,40.5,1080.95,26.69,39.7,1529.24,38.52,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4970,4900,12200,11100,9100,3,31334,True,31000000,Yes,Yes,No,Computer and electronic products:31334000
,,,00,00,000000,0000000000,United States,US,31334100,Computer and peripheral equipment,0,165600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,162600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,164600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4971,1000,3000,0,0,4,313341,False,31334000,Yes,Yes,No,Computer and peripheral equipment:31334100
,,,00,00,000000,0000000000,United States,US,31334200,Communications equipment,0,86700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,85800,36500,28400,40.8,915.14,22.43,39.1,1522.55,38.94,0,0,0,0,0,0,85600,39000,28900,38.2,849.57,22.24,37.8,1501.42,39.72,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4972,1100,900,-39000,-36500,4,313342,True,31334000,Yes,Yes,No,Communications equipment:31334200
,,,00,00,000000,0000000000,United States,US,31334400,Semiconductors and electronic components,0,374800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,373100,244900,130700,40.3,930.93,23.10,39.5,1272.30,32.21,0,0,0,0,0,0,370800,239900,131700,40.2,946.31,23.54,39.5,1345.77,34.07,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4973,4000,1700,-239900,-244900,4,313344,True,31334000,Yes,Yes,No,Semiconductors and electronic components:31334400
,,,00,00,000000,0000000000,United States,US,31334500,Electronic instruments,0,426200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,421100,259100,121300,40.2,1225.70,30.49,39.1,1600.75,40.94,0,0,0,0,0,0,427900,251900,129900,41.8,1340.53,32.07,40.5,1763.78,43.55,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4974,-1700,5100,-251900,-259100,4,313345,True,31334000,Yes,Yes,No,Electronic instruments:31334500
,,,00,00,000000,0000000000,United States,US,31334600,Magnetic media manufacturing and reproduction,0,34400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,32900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,33900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4975,500,1500,0,0,4,313346,False,31334000,Yes,Yes,No,Magnetic media manufacturing and reproduction:31334600
,,,00,00,000000,0000000000,United States,US,31335000,Electrical equipment and appliances,0,380000,248400,0,41.1,905.84,22.04,40.0,1144.00,28.60,0,0,0,0,0,1,377400,241800,117800,39.6,803.09,20.28,39.3,1081.93,27.53,0,0,0,0,0,0,376400,245500,112500,41.8,904.55,21.64,40.4,1160.69,28.73,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4976,3600,2600,2900,6600,3,31335,True,31000000,Yes,Yes,No,Electrical equipment and appliances:31335000
,,,00,00,000000,0000000000,United States,US,31336000,Transportation equipment,0,1583900,1091800,0,41.8,1225.16,29.31,41.9,1457.28,34.78,0,0,0,0,0,1,1563400,1069800,372700,38.8,1041.78,26.85,38.7,1296.06,33.49,0,0,0,0,0,0,1578500,1087100,375800,42.1,1228.48,29.18,41.4,1442.79,34.85,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4977,5400,20500,4700,22000,3,31336,True,31000000,Yes,Yes,No,Transportation equipment:31336000
,,,00,00,000000,0000000000,United States,US,31336001,Motor vehicles and parts,0,875900,656100,0,41.0,990.97,24.17,42.2,1225.07,29.03,0,0,0,0,0,1,857300,650400,228000,40.1,890.22,22.20,39.1,1044.75,26.72,0,0,0,0,0,0,887300,671600,236500,41.9,1029.48,24.57,41.5,1214.29,29.26,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4978,-11400,18600,-15500,5700,4,,False,31336000,Yes,Yes,No,Motor vehicles and parts:31336001
,,,00,00,000000,0000000000,United States,US,31337000,Furniture and related products,0,361700,261500,0,39.4,757.27,19.22,39.3,942.02,23.97,0,0,0,0,0,1,347800,250500,90200,40.5,776.79,19.18,39.2,909.83,23.21,0,0,0,0,0,0,352400,252800,90200,40.0,769.20,19.23,39.8,949.63,23.86,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4979,9300,13900,8700,11000,3,31337,True,31000000,Yes,Yes,No,Furniture and related products:31337000
,,,00,00,000000,0000000000,United States,US,31339000,Miscellaneous manufacturing,0,632900,396700,0,39.6,847.84,21.41,38.8,1179.91,30.41,0,0,0,0,0,1,580200,358900,244600,38.4,793.73,20.67,37.9,1076.36,28.40,0,0,0,0,0,0,624300,390000,267600,39.6,845.06,21.34,39.2,1205.79,30.76,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4980,8600,52700,6700,37800,3,31339,True,31000000,Yes,Yes,No,Miscellaneous manufacturing:31339000
,,,00,00,000000,0000000000,United States,US,32000000,Nondurable goods,0,4681000,3334000,1664000,41.5,917.15,22.10,40.1,1089.52,27.17,0,0,0,0,0,1,4549000,3259000,1613000,39.9,847.88,21.25,39.1,1030.68,26.36,0,0,0,0,0,0,4646000,3313000,1648000,41.3,909.84,22.03,40.1,1089.52,27.17,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4981,35000,132000,21000,75000,2,32,True,30000000,Yes,Yes,No,Nondurable goods:32000000
,,,35,01,000000,3501000000,New Mexico,NM,32000000,Nondurable goods,0,13000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,11600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,12600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4982,400,1400,s;,s;,2,32,True,30000000,Yes,No,No,Nondurable goods:32000000
,,,00,00,000000,0000000000,United States,US,32311000,Food manufacturing,0,1631100,1283900,0,41.7,830.66,19.92,41.0,940.95,22.95,0,0,0,0,0,1,1596100,1258100,612000,41.2,779.92,18.93,40.4,889.61,22.02,0,0,0,0,0,0,1616000,1272500,627700,41.2,814.94,19.78,40.9,936.20,22.89,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4983,15100,35000,11400,25800,3,32311,True,32000000,Yes,Yes,No,Food manufacturing:32311000
,,,00,00,000000,0000000000,United States,US,32313000,Textile mills,0,97100,75000,0,46.6,860.70,18.47,43.5,984.84,22.64,0,0,0,0,0,1,93100,70900,33900,40.3,702.83,17.44,40.6,913.09,22.49,0,0,0,0,0,0,96200,74200,35300,46.8,883.12,18.87,44.1,1006.36,22.82,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4984,900,4000,800,4100,3,32313,True,32000000,Yes,Yes,No,Textile mills:32313000
,,,00,00,000000,0000000000,United States,US,32314000,Textile product mills,0,107200,76500,0,39.7,650.29,16.38,37.8,821.39,21.73,0,0,0,0,0,1,103800,72100,54800,38.5,614.85,15.97,37.3,806.05,21.61,0,0,0,0,0,0,107200,77000,54600,39.4,656.40,16.66,38.0,829.92,21.84,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4985,0,3400,-500,4400,3,32314,True,32000000,Yes,Yes,No,Textile product mills:32314000
,,,00,00,000000,0000000000,United States,US,32315000,Apparel,0,93200,68100,0,39.2,662.48,16.90,37.4,819.06,21.90,0,0,0,0,0,1,87800,65300,58900,35.5,613.44,17.28,36.4,794.25,21.82,0,0,0,0,0,0,92400,66600,61600,39.9,673.91,16.89,37.3,833.66,22.35,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4986,800,5400,1500,2800,3,32315,True,32000000,Yes,Yes,No,Apparel:32315000
,,,00,00,000000,0000000000,United States,US,32322000,Paper and paper products,0,353500,261600,0,43.1,1009.40,23.42,42.4,1219.85,28.77,0,0,0,0,0,1,354100,261600,86200,42.3,983.90,23.26,40.4,1123.93,27.82,0,0,0,0,0,0,349900,257500,80600,44.1,1013.42,22.98,42.9,1207.64,28.15,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4987,3600,-600,4100,0,3,32322,True,32000000,Yes,Yes,No,Paper and paper products:32322000
,,,00,00,000000,0000000000,United States,US,32323000,Printing and related support activities,0,373900,256500,0,39.5,803.43,20.34,37.8,951.80,25.18,0,0,0,0,0,1,366800,247500,141700,36.5,723.43,19.82,35.6,897.12,25.20,0,0,0,0,0,0,373500,254700,145000,39.4,822.28,20.87,37.4,962.30,25.73,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4988,400,7100,1800,9000,3,32323,True,32000000,Yes,Yes,No,Printing and related support activities:32323000
,,,00,00,000000,0000000000,United States,US,32324000,Petroleum and coal products,0,101600,67800,0,51.7,2069.55,40.03,45.6,2019.62,44.29,0,0,0,0,0,1,105700,70300,16600,43.0,1655.93,38.51,43.2,1888.70,43.72,0,0,0,0,0,0,101800,69400,17900,49.4,1950.31,39.48,45.6,2012.78,44.14,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4989,-200,-4100,-1600,-2500,3,32324,True,32000000,Yes,Yes,No,Petroleum and coal products:32324000
,,,00,00,000000,0000000000,United States,US,32325000,Chemicals,0,859300,533400,0,41.5,1109.30,26.73,40.3,1421.38,35.27,0,0,0,0,0,1,836200,528400,286000,40.4,1055.25,26.12,40.0,1384.40,34.61,0,0,0,0,0,0,853400,532000,283700,41.4,1112.42,26.87,40.3,1434.68,35.60,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4990,5900,23100,1400,5000,3,32325,True,32000000,Yes,Yes,No,Chemicals:32325000
,,,00,00,000000,0000000000,United States,US,32326000,Plastics and rubber products,0,728900,530300,0,40.6,867.22,21.36,40.5,1072.85,26.49,0,0,0,0,0,1,710600,519600,217800,37.7,758.90,20.13,38.7,964.02,24.91,0,0,0,0,0,0,730400,528400,223500,40.1,848.52,21.16,39.9,1048.57,26.28,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4991,-1500,18300,1900,10700,3,32326,True,32000000,Yes,Yes,No,Plastics and rubber products:32326000
,,,00,00,000000,0000000000,United States,US,32329000,Miscellaneous nondurable goods manufacturing,0,335200,181300,0,38.9,934.77,24.03,33.7,931.47,27.64,0,0,0,0,0,1,294900,164800,105200,37.0,854.33,23.09,33.1,892.05,26.95,0,0,0,0,0,0,325500,180800,117800,40.2,950.33,23.64,34.8,956.30,27.48,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4992,9700,40300,500,16500,3,32329,True,32000000,Yes,Yes,No,Miscellaneous nondurable goods manufacturing:32329000
,,,00,00,000000,0000000000,United States,US,40000000,"Trade, transportation, and utilities",0,27263000,22995000,10744000,34.5,770.04,22.32,34.5,909.08,26.35,0,0,0,0,0,1,25930000,21810000,10064000,34.3,741.22,21.61,34.4,858.97,24.97,0,0,0,0,0,0,27019000,22793000,10618000,34.6,772.96,22.34,34.9,919.96,26.36,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4993,244000,1333000,202000,1185000,1,4,True,00000000,Yes,Yes,No,"Trade, transportation, and utilities:40000000"
,,,35,21,010740,3521010740,Albuquerque MSA,NM,40000000,"Trade, transportation, and utilities",0,61600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,58600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,61100,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4994,500,3000,s;,s;,1,4,True,00000000,Yes,No,No,"Trade, transportation, and utilities:40000000"
,,,35,21,029740,3521029740,Las Cruces MSA,NM,40000000,"Trade, transportation, and utilities",0,11300,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,10600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,11200,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4995,100,700,s;,s;,1,4,True,00000000,Yes,No,No,"Trade, transportation, and utilities:40000000"
,,,35,01,000000,3501000000,New Mexico,NM,40000000,"Trade, transportation, and utilities",0,135600,s;,s;,s;,s;,s;,34.4,811.15,23.58,0,1,1,1,0,1,128500,s;,s;,s;,s;,s;,32.9,728.41,22.14,0,1,1,1,0,0,134400,s;,s;,s;,s;,s;,34.5,814.89,23.62,0,1,1,1,0,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4996,1200,7100,s;,s;,1,4,True,00000000,Yes,No,No,"Trade, transportation, and utilities:40000000"
,,,35,21,042140,3521042140,Santa Fe MSA,NM,40000000,"Trade, transportation, and utilities",0,9600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,9000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,9500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4997,100,600,s;,s;,1,4,True,00000000,Yes,No,No,"Trade, transportation, and utilities:40000000"
,,,35,21,029740,3521029740,Las Cruces MSA,NM,41000000,Wholesale trade,0,1500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,1500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,1500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4998,0,0,s;,s;,2,41,True,40000000,Yes,No,No,Wholesale trade:41000000
,,,35,01,000000,3501000000,New Mexico,NM,41000000,Wholesale trade,0,20600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,19900,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,20700,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,4999,-100,700,s;,s;,2,41,True,40000000,Yes,No,No,Wholesale trade:41000000
,,,35,21,010740,3521010740,Albuquerque MSA,NM,41000000,Wholesale trade,0,11300,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,10800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,11400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5000,-100,500,s;,s;,2,41,True,40000000,Yes,No,No,Wholesale trade:41000000
,,,35,21,042140,3521042140,Santa Fe MSA,NM,41000000,Wholesale trade,0,1000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,900,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,900,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5001,100,100,s;,s;,2,41,True,40000000,Yes,No,No,Wholesale trade:41000000
,,,00,00,000000,0000000000,United States,US,41420000,Wholesale trade,0,5727600,4556700,1735800,38.9,1068.97,27.48,39.1,1309.85,33.50,0,0,0,0,0,1,5581000,4429800,1659300,37.9,1014.96,26.78,38.2,1225.46,32.08,0,0,0,0,0,0,5682500,4516200,1709500,39.2,1086.62,27.72,39.6,1333.33,33.67,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5002,45100,146600,40500,126900,3,4142,True,41000000,Yes,Yes,No,Wholesale trade:41420000
,,,00,00,000000,0000000000,United States,US,41423000,Durable goods,0,3144400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,3045300,2410600,813000,38.6,1038.73,26.91,38.8,1243.15,32.04,0,0,0,0,0,0,3118100,2475200,833800,39.7,1111.60,28.00,40.0,1343.20,33.58,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5003,26300,99100,-2475200,-2410600,4,41423,True,41420000,Yes,Yes,No,Durable goods:41423000
,,,00,00,000000,0000000000,United States,US,41424000,Nondurable goods,0,2105200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2058000,1655500,678800,37.0,910.94,24.62,37.5,1127.25,30.06,0,0,0,0,0,0,2087400,1681900,709000,38.5,984.45,25.57,39.0,1239.03,31.77,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5004,17800,47200,-1681900,-1655500,4,41424,True,41420000,Yes,Yes,No,Nondurable goods:41424000
,,,00,00,000000,0000000000,United States,US,41425000,Electronic markets and agents and brokers,0,478000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,477700,363700,167500,37.2,1328.04,35.70,37.8,1551.31,41.04,0,0,0,0,0,0,477000,359100,166700,39.1,1394.70,35.67,39.5,1676.38,42.44,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5005,1000,300,-359100,-363700,4,41425,True,41420000,Yes,Yes,No,Electronic markets and agents and brokers:41425000
,,,00,00,000000,0000000000,United States,US,42000000,Retail trade,0,15288200,13041900,7411200,31.1,578.15,18.59,30.9,676.71,21.90,0,0,0,0,0,1,14503400,12347500,6979400,31.2,564.41,18.09,31.4,647.15,20.61,0,0,0,0,0,0,15146400,12920800,7332600,31.1,575.97,18.52,31.2,685.78,21.98,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5006,141800,784800,121100,694400,2,42,True,40000000,Yes,Yes,No,Retail trade:42000000
,,,35,21,042140,3521042140,Santa Fe MSA,NM,42000000,Retail trade,0,7800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,7400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,7800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5007,0,400,s;,s;,2,42,True,40000000,Yes,No,No,Retail trade:42000000
,,,35,01,000000,3501000000,New Mexico,NM,42000000,Retail trade,0,88400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,84700,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,87800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5008,600,3700,s;,s;,2,42,True,40000000,Yes,No,No,Retail trade:42000000
,,,35,21,029740,3521029740,Las Cruces MSA,NM,42000000,Retail trade,0,7400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,6900,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,7300,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5009,100,500,s;,s;,2,42,True,40000000,Yes,No,No,Retail trade:42000000
,,,35,21,010740,3521010740,Albuquerque MSA,NM,42000000,Retail trade,0,39100,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,1,38000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,38800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5010,300,1100,s;,s;,2,42,True,40000000,Yes,No,No,Retail trade:42000000
,,,00,00,000000,0000000000,United States,US,42441000,Motor vehicle and parts dealers,0,1993300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,1860200,1536900,368500,36.5,832.20,22.80,36.6,1012.36,27.66,0,0,0,0,0,0,1981100,1642900,399000,37.5,918.75,24.50,37.5,1122.75,29.94,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5011,12200,133100,-1642900,-1536900,3,42441,True,42000000,Yes,Yes,No,Motor vehicle and parts dealers:42441000
,,,00,00,000000,0000000000,United States,US,42441100,Automobile dealers,0,1257500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,1171500,989000,243700,36.1,902.14,24.99,36.5,1119.09,30.66,0,0,0,0,0,0,1249600,1060700,262400,37.7,1004.33,26.64,37.7,1256.54,33.33,0,0,0,0,0,1,2021,03,06,2021,03,05,2020,03,06,"June, 2021","May, 2021","June, 2020","May, 2021 - June, 2021","June, 2020 - June, 2021",20210306,03202106,5012,7900,86000,-1060700,-989000,4,424411,True,42441000,Yes,Yes,No,Automobile dealers:42441100
